	Restaurant Name	Rating	Number of Reviews	Price Range	Food Type	Number of Photos	Mon Hours	Tue Hours	Wed Hours	Thu Hours	Fri Hours	Sat Hours	Sun Hours
935	Reserve Cut	4	271	4.0	Steakhouses, Kosher, Asian Fusion	272	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 2:30 pm	8:00 pm - 11:30 pm	5:30 pm - 10:30 pm
936	Cafe Matisse	4.5	329	4.0	American (New), French	614	Closed	Closed	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	6:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm
937	Ai Fiori	4	1216	4.0	Italian, French, Cocktail Bars	2971	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm	7:00 am - 11:30 pm
938	Bâtard	4	379	4.0	Modern European, American (New), French	1204	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	Closed
939	Mastro's Steakhouse	4	622	4.0	Steakhouses	1017	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:30 pm	5:00 pm - 11:30 pm	5:00 pm - 10:00 pm
940	Cafe Boulud	4	703	4.0	French	1508	7:00 am - 10:00 am	7:00 am - 10:00 am	7:00 am - 10:00 am	7:00 am - 10:00 am	7:00 am - 10:00 am	7:00 am - 10:00 am	8:00 am - 11:00 am
941	The Grill	4	170	4.0	Cocktail Bars, Venues & Event Spaces, American (Traditional)	615	11:45 am - 2:00 pm	11:45 am - 2:00 pm	11:00 am - 2:00 pm	11:45 am - 2:00 pm	11:45 am - 2:00 pm	5:00 pm - 11:00 pm	Closed
942	O Ya	4.5	231	4.0	Japanese, Sushi Bars, American (New)	1567							
943	MarkJoseph Steakhouse	4	393	4.0	Steakhouses	563	11:30 am - 9:45 pm	11:30 am - 9:45 pm	11:30 am - 9:45 pm	11:30 am - 9:45 pm	11:30 am - 10:45 pm	5:00 pm - 10:45 pm	3:00 pm - 9:00 pm
944	Shabushabu Macoron	4.5	59	4.0	Japanese, Hot Pot	369	5:30 pm - 8:00 pm	Closed	5:30 pm - 8:00 pm	5:30 pm - 8:00 pm	5:30 pm - 8:00 pm	5:30 pm - 8:00 pm	5:30 pm - 8:00 pm
945	Kyo Ya	4.5	449	4.0	Japanese	1260	Closed	Closed	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 10:30 pm
946	Duane Park	4	437	4.0	Supper Clubs, Music Venues	842	Closed	6:00 pm - 1:00 am	6:00 pm - 1:00 am	7:00 pm - 3:00 am	7:00 pm - 3:00 am	7:00 pm - 3:00 am	Closed
947	Mr. Jones Supper Club	5	52	4.0	Australian, Seafood, Asian Fusion	106	Closed	Closed	Closed	Closed	Closed	7:30 pm - 11:00 pm	Closed
948	Aquavit	4	718	4.0	Scandinavian	1723	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	5:30 pm - 10:00 pm	Closed
949	Indian Accent	4.5	524	4.0	Indian	1638	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm
950	noda	4.5	34	4.0	Sushi Bars	339	8:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 12:00 am	Closed
951	Babbo	4	2357	4.0	Italian	2352	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm
952	Morimoto	4	2987	4.0	Japanese, Sushi Bars	5667	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	5:00 pm - 11:30 pm	5:00 pm - 10:00 pm
953	Lu Nello	4	188	4.0	Italian	210	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	5:00 pm - 10:30 pm	Closed
954	Nobu Fifty Seven	4	1148	4.0	Sushi Bars, Japanese, Asian Fusion	1667	11:45 am - 12:00 am	11:45 am - 12:00 am	11:45 am - 12:00 am	11:45 am - 12:00 am	11:45 am - 12:00 am	11:45 am - 12:00 am	11:45 am - 11:00 pm
955	Craft	4	992	4.0	American (New)	742	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 9:30 pm
956	U.P. - Unlimited Possibilities	4.5	35	4.0	Bakeries, Cafes	338	Closed	Closed	7:00 pm - 11:00 pm	7:00 pm - 11:00 pm	7:00 pm - 11:00 pm	7:00 pm - 11:00 pm	7:00 pm - 11:00 pm
957	Bateaux New York	4	294	4.0	Venues & Event Spaces, American (Traditional), Boat Tours	413							
958	Vaucluse	4	233	4.0	French, Venues & Event Spaces	586	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	Closed
959	Atomix	4.5	54	4.0	Korean	425	Closed	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	Closed
960	Agern	4	179	4.0	Scandinavian, Bars	682	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	5:30 pm - 10:00 pm	Closed
961	The Pool	4	92	4.0	Seafood, Desserts, Cocktail Bars	309	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	Closed
962	Surf	4	216	4.0	American (New), Cocktail Bars, Wine Bars	325	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	11:00 am - 3:00 pm
963	Spirit of New Jersey	4	85	4.0	Venues & Event Spaces, American (Traditional), Boat Tours	165							
964	Hakkasan	3.5	881	4.0	Chinese	2000	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm
965	Sushi Kaito	4.5	160	4.0	Sushi Bars, Japanese	908							
966	Hirohisa	4.5	149	4.0	Japanese	731	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	5:30 pm - 10:30 pm	Closed
967	Masa	4	319	4.0	Sushi Bars, Japanese	124	6:00 pm - 9:00 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm	12:00 pm - 1:00 pm	6:00 pm - 9:00 pm	Closed
968	Nobu Downtown	3.5	343	4.0	Japanese, Sushi Bars, Asian Fusion	895	11:45 am - 11:00 pm	11:45 am - 11:00 pm	11:45 am - 11:00 pm	11:45 am - 11:00 pm	11:45 am - 12:00 am	11:45 am - 12:00 am	11:45 am - 11:00 pm
969	SubCulture Dining	4.5	29	4.0	American (New)	23							
970	One If By Land Two If By Sea	3.5	1371	4.0	American (New)	1062	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:30 pm	5:00 pm - 9:30 pm
971	Carbone	4	915	4.0	Italian	1526	5:30 pm - 11:30 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm
972	Il Tinello Ristorante Italiano	4.5	258	4.0	Italian	139	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm
973	Frenchette	3.5	194	4.0	Brasseries	562	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 10:00 pm
974	Cipriani Wall Street	3.5	191	4.0	Italian, Specialty Food	269	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	Closed	Closed
975	Bouley at Home	4	105	4.0	French	718	11:30 am - 3:30 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	Closed
976	CUT	4	61	4.0	Steakhouses, Breakfast & Brunch	115	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am
977	Estiatorio Milos	4	861	4.0	Seafood, Greek, Mediterranean	1020	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm
978	American Cut Steakhouse Tribeca	4	558	4.0	Steakhouses, American (New)	1045	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	Closed
979	Scalini Fedeli	4.5	299	4.0	Italian	256	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:00 pm - 9:00 pm
980	Nello	2	322	4.0	Italian, Caterers	176	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am	11:30 am - 12:00 am
981	Tempura Matsui	4.5	119	4.0	Japanese, Seafood	999	Closed	11:45 am - 2:15 pm	11:45 am - 2:15 pm	11:45 am - 2:15 pm	11:45 am - 2:15 pm	12:00 pm - 2:30 pm	Closed
982	Homestead Inn - Thomas Henkelmann	4	51	4.0	French, Desserts	34	Closed	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	6:00 pm - 11:00 pm	Closed
983	Benjamin Steakhouse	4	1146	4.0	Steakhouses, Seafood	744	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:30 am - 11:00 pm	7:30 am - 11:00 pm
984	Keens Steakhouse	4	2450	4.0	Steakhouses, Desserts, Pubs	2913	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 9:00 pm
985	Sushi Nakazawa	4.5	1321	4.0	Japanese, Sushi Bars	5095	11:30 am - 1:30 pm	11:30 am - 1:30 pm	11:30 am - 1:30 pm	11:30 am - 1:30 pm	11:30 am - 1:30 pm	11:30 am - 1:30 pm	11:30 am - 1:30 pm
986	Quality Meats	4	1921	4.0	Steakhouses	1961	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	5:00 pm - 11:30 pm	5:00 pm - 10:00 pm
987	The Mark Restaurant	3.5	241	4.0	French, American (New)	165	7:00 am - 1:00 am	7:00 am - 1:00 am	7:00 am - 1:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 1:00 am
988	Wolfgang Puck	3.5	69	4.0	Steakhouses, American (New), Breakfast & Brunch	158	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am	7:00 am - 2:00 am
989	MIFUNE New York	4	159	4.0	Japanese	910	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	6:00 pm - 10:30 pm	Closed
990	Caviar Russe	4.5	124	4.0	American (New), Seafood	403	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 4:00 pm
991	Cipriani	3.5	101	4.0	Italian, Specialty Food	114	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	7:00 am - 6:00 pm	Closed	Closed
992	Cipriani Downtown	3.5	287	4.0	Italian	204	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am
993	Nusr-Et Steakhouse	3.5	459	4.0	Steakhouses, Turkish	1005	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 12:00 am
994	Porter House Bar and Grill	3.5	622	4.0	American (New), Bars	566	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 10:00 pm
995	Scalinatella Restaurant	4	257	4.0	Italian	156	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:00 pm - 10:30 pm
996	Lincoln Ristorante	4	558	4.0	Italian	938	Closed	4:30 pm - 9:00 pm	11:30 am - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm
997	Royal 35 Steakhouse	4.5	181	4.0	Steakhouses	197	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:00 pm - 11:00 pm	4:00 pm - 10:00 pm
998	Strip House	4	518	4.0	Steakhouses	533	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:00 pm
999	The Russian Tea Room	3	940	4.0	Tea Rooms, Russian, Venues & Event Spaces	1348							
1000	DaDong New York	3	556	4.0	Chinese	1540	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	Closed
1001	Glatt A La Carte	4	33	4.0	Steakhouses, Kosher	49	1:00 pm - 10:00 pm	1:00 pm - 10:00 pm	1:00 pm - 10:00 pm	1:00 pm - 10:00 pm	Closed	Closed	1:00 pm - 10:00 pm
1002	Felidia	4	538	4.0	Italian	413	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm
1003	Il Mulino New York - Downtown	4	534	4.0	Italian	466	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	5:00 pm - 11:00 pm	4:00 pm - 10:00 pm
1004	Torishin	4	276	4.0	Japanese	1835	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 11:00 pm
1005	Benjamin Prime	4.5	251	4.0	Steakhouses	427	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:00 pm - 11:00 pm	Closed
1006	Charlie Palmer Steak	4	208	4.0	Steakhouses, American (New)	408	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 11:00 pm	6:30 am - 10:00 pm
1007	Ruth's Chris Steak House	4	398	4.0	Steakhouses, American (Traditional)	550	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	12:00 pm - 11:00 pm	4:00 pm - 11:00 pm	2:00 pm - 9:00 pm
1008	Hakubai	4	110	4.0	Japanese	340	Closed	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	11:45 am - 2:30 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm
1009	Tanoshi Sushi Sake Bar	4.5	622	4.0	Sushi Bars, Japanese, Seafood	2544	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	Closed
1010	Tocqueville Restaurant	4	349	4.0	American (New), French	613	5:30 pm - 10:00 pm	5:30 am - 10:00 am	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	Closed
1011	Shuko	4	271	4.0	Japanese, Sushi Bars	1446	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 11:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 9:30 pm
1012	Sistina	3.5	88	4.0	Italian	79	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	Closed
1013	Salinas	4	902	4.0	Spanish, Bars	1167	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	6:00 pm - 10:00 pm
1014	Red Salt Room by David Burke	3.5	51	4.0	American (New), American (Traditional)	166	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	10:00 am - 2:30 pm
1015	BLT Steak	4	403	4.0	Steakhouses	301	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:00 pm	5:30 pm - 11:00 pm	5:00 pm - 10:00 pm
1016	Il Mulino New York - Long Island	3.5	118	4.0	Italian	90	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	5:00 pm - 11:00 pm	4:00 pm - 9:00 pm
1017	Jimmy Hays Steakhouse	3.5	174	4.0	Steakhouses, American (Traditional)	198	4:00 pm - 10:30 pm	4:00 pm - 10:30 pm	4:00 pm - 10:30 pm	4:00 pm - 10:30 pm	4:00 pm - 11:30 pm	4:00 pm - 11:30 pm	3:00 pm - 10:00 pm
1018	Lorena's	4.5	162	4.0	French	156	Closed	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	5:00 pm - 9:00 pm	11:30 am - 2:00 pm
1019	Sushi Daizen	4.5	105	4.0	Sushi Bars, Japanese	524	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:00 pm - 9:30 pm
1020	Romanoff Restaurant	4	32	4.0	Modern European, Performing Arts, Party & Event Planning	224	12:00 pm - 6:00 pm	12:00 pm - 6:00 pm	12:00 pm - 6:00 pm	12:00 pm - 6:00 pm	12:00 pm - 4:00 pm	12:00 pm - 4:00 pm	12:00 pm - 6:00 pm
1021	Rainbow Room	3.5	249	4.0	American (New), Venues & Event Spaces	692	Closed	Closed	Closed	Closed	Closed	Closed	12:00 pm - 5:00 pm
1022	Harry Cipriani	3	165	4.0	Italian	113	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am
1023	Wolfgang's Steakhouse	4	528	4.0	Steakhouses	362	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 10:30 pm
1024	Sushi Inoue	4	119	4.0	Sushi Bars, Japanese	753	Closed	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 10:30 pm
1025	Wolfgang's Steakhouse	4	926	4.0	Steakhouses	909	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 10:00 pm
1026	Toriko NY	4	58	4.0	Japanese, Cocktail Bars	263	Closed	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm
1027	Sushi Ginza Onodera	4.5	165	4.0	Sushi Bars, Japanese	1907	12:00 pm - 1:30 pm	12:00 pm - 1:30 pm	12:00 pm - 1:30 pm	12:00 pm - 1:30 pm	12:00 pm - 1:30 pm	6:00 pm - 8:30 pm	Closed
1028	Uncle Jack's Steakhouse - Westside	3.5	501	4.0	Steakhouses, Seafood, Burgers	390	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	12:00 pm - 10:00 pm
1029	The Palm Court	3.5	398	4.0	American (New), Tea Rooms, Breakfast & Brunch	909	6:30 am - 11:00 am	6:30 am - 11:00 am	6:30 am - 11:00 am	6:30 am - 11:00 am	6:30 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am
1030	Restaurant Serenade	4	181	4.0	French	107	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	5:30 pm - 10:00 pm	5:00 pm - 9:00 pm
1031	Churrascaria Plataforma	4	1320	4.0	Brazilian, Steakhouses	856	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 10:00 pm
1032	Old Homestead Steak House	3.5	986	4.0	Steakhouses	778	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:30 pm	1:00 pm - 11:30 pm	1:00 pm - 9:30 pm
1033	Il Mulino New York - Uptown	3.5	210	4.0	Italian	124	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm	11:30 am - 4:00 pm	11:30 am - 4:00 pm
1034	The View Restaurant & Lounge	3	1035	4.0	Lounges, American (New)	1354	5:00 pm - 12:00 am	5:00 pm - 12:00 am	4:30 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 1:30 am	4:00 pm - 1:30 am	10:00 am - 1:00 pm
1035	Wolfgang's Steakhouse	3.5	277	4.0	Steakhouses	201	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 10:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 10:30 pm
1036	Strip House	4	959	4.0	Steakhouses, Seafood	551	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:30 pm	5:00 pm - 11:30 pm	5:00 pm - 10:00 pm
1037	Kajitsu	4	223	4.0	Japanese, Vegetarian, Vegan	885	Closed	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm
1038	Chez Catherine	4	97	4.0	French, Wine Bars	102	Closed	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	5:00 pm - 9:30 pm	Closed
1039	Doma Land + Sea	4	59	4.0	Steakhouses, American (New), Wine Bars	127	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	Closed	7:30 pm - 12:30 am	5:00 pm - 10:00 pm
1040	Mr Chow	3	378	4.0	Chinese	206	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm	6:00 pm - 11:30 pm
1041	Uncle Jack's Steakhouse - Bayside	3.5	468	4.0	Steakhouses, Seafood, Burgers	363	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:00 pm - 11:00 pm	11:00 am - 10:00 pm
1042	Scalini Fedeli	4	145	4.0	Italian	106	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 10:00 pm	5:30 pm - 11:00 pm	Closed
1043	Smith & Wollensky	3.5	1379	4.0	Steakhouses	1346	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm
1044	Il Tulipano Restaurant	4.5	29	4.0	Italian, Venues & Event Spaces	25							
1045	The Capital Grille	4	450	4.0	Steakhouses, Seafood, Wine Bars	456	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:00 pm - 9:00 pm
1046	Peter Luger Steak House	4	1073	4.0	Steakhouses	1635	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	12:30 pm - 10:00 pm
1047	Morton's The Steakhouse	4	499	4.0	Steakhouses	631	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:00 pm - 11:00 pm	5:00 pm - 10:00 pm
